n,sd,variability,zcorr,zerr1,zerr2,tcorr,terr1,terr2,total
20,6.000000,7.000000,10000,0,0,10000,0,0,10000
20,8.000000,1.000000,10000,0,0,10000,0,0,10000
20,8.000000,7.000000,10000,0,0,10000,0,0,10000
20,8.000000,3.000000,10000,0,0,10000,0,0,10000
20,10.000000,5.000000,10000,0,0,10000,0,0,10000
20,10.000000,1.000000,10000,0,0,10000,0,0,10000
20,8.000000,9.000000,10000,0,0,10000,0,0,10000
20,10.000000,3.000000,10000,0,0,10000,0,0,10000
20,10.000000,7.000000,10000,0,0,10000,0,0,10000
20,8.000000,5.000000,10000,0,0,10000,0,0,10000
20,10.000000,9.000000,10000,0,0,10000,0,0,10000
20,14.000000,9.000000,10000,0,0,10000,0,0,10000
20,12.000000,1.000000,10000,0,0,10000,0,0,10000
20,14.000000,5.000000,10000,0,0,10000,0,0,10000
20,12.000000,7.000000,10000,0,0,10000,0,0,10000
20,14.000000,7.000000,10000,0,0,10000,0,0,10000
20,12.000000,9.000000,10000,0,0,10000,0,0,10000
20,14.000000,3.000000,10000,0,0,10000,0,0,10000
20,12.000000,5.000000,10000,0,0,10000,0,0,10000
20,12.000000,3.000000,10000,0,0,10000,0,0,10000
20,14.000000,1.000000,10000,0,0,10000,0,0,10000
21,6.000000,7.000000,10000,0,0,10000,0,0,10000
21,8.000000,1.000000,10000,0,0,10000,0,0,10000
21,6.000000,9.000000,10000,0,0,10000,0,0,10000
21,8.000000,5.000000,10000,0,0,10000,0,0,10000
21,8.000000,9.000000,10000,0,0,10000,0,0,10000
21,6.000000,5.000000,10000,0,0,10000,0,0,10000
21,8.000000,7.000000,10000,0,0,10000,0,0,10000
21,8.000000,3.000000,10000,0,0,10000,0,0,10000
21,6.000000,3.000000,10000,0,0,10000,0,0,10000
21,6.000000,1.000000,10000,0,0,10000,0,0,10000
21,10.000000,9.000000,10000,0,0,10000,0,0,10000
21,12.000000,3.000000,10000,0,0,10000,0,0,10000
21,12.000000,5.000000,10000,0,0,10000,0,0,10000
21,12.000000,9.000000,10000,0,0,10000,0,0,10000
21,10.000000,5.000000,10000,0,0,10000,0,0,10000
21,12.000000,7.000000,10000,0,0,10000,0,0,10000
21,12.000000,1.000000,10000,0,0,10000,0,0,10000
21,10.000000,7.000000,10000,0,0,10000,0,0,10000
21,10.000000,1.000000,10000,0,0,10000,0,0,10000
21,10.000000,3.000000,10000,0,0,10000,0,0,10000
21,14.000000,7.000000,10000,0,0,10000,0,0,10000
21,14.000000,1.000000,10000,0,0,10000,0,0,10000
22,6.000000,3.000000,10000,0,0,10000,0,0,10000
22,6.000000,7.000000,10000,0,0,10000,0,0,10000
21,14.000000,3.000000,10000,0,0,10000,0,0,10000
22,6.000000,9.000000,10000,0,0,10000,0,0,10000
21,14.000000,9.000000,10000,0,0,10000,0,0,10000
22,6.000000,1.000000,10000,0,0,10000,0,0,10000
21,14.000000,5.000000,10000,0,0,10000,0,0,10000
22,6.000000,5.000000,10000,0,0,10000,0,0,10000
22,10.000000,3.000000,10000,0,0,10000,0,0,10000
22,10.000000,7.000000,10000,0,0,10000,0,0,10000
22,10.000000,9.000000,10000,0,0,10000,0,0,10000
22,10.000000,5.000000,10000,0,0,10000,0,0,10000
22,8.000000,5.000000,10000,0,0,10000,0,0,10000
22,8.000000,7.000000,10000,0,0,10000,0,0,10000
22,10.000000,1.000000,10000,0,0,10000,0,0,10000
22,8.000000,1.000000,10000,0,0,10000,0,0,10000
22,8.000000,3.000000,10000,0,0,10000,0,0,10000
22,8.000000,9.000000,10000,0,0,10000,0,0,10000
22,12.000000,5.000000,10000,0,0,10000,0,0,10000
22,14.000000,1.000000,10000,0,0,10000,0,0,10000
22,12.000000,7.000000,10000,0,0,10000,0,0,10000
22,12.000000,3.000000,10000,0,0,10000,0,0,10000
22,12.000000,9.000000,10000,0,0,10000,0,0,10000
22,12.000000,1.000000,10000,0,0,10000,0,0,10000
22,14.000000,7.000000,10000,0,0,10000,0,0,10000
22,14.000000,5.000000,10000,0,0,10000,0,0,10000
22,14.000000,3.000000,10000,0,0,10000,0,0,10000
22,14.000000,9.000000,10000,0,0,10000,0,0,10000
23,8.000000,7.000000,10000,0,0,10000,0,0,10000
23,8.000000,9.000000,10000,0,0,10000,0,0,10000
23,6.000000,1.000000,10000,0,0,10000,0,0,10000
23,8.000000,1.000000,10000,0,0,10000,0,0,10000
23,6.000000,5.000000,10000,0,0,10000,0,0,10000
23,8.000000,5.000000,10000,0,0,10000,0,0,10000
23,6.000000,9.000000,10000,0,0,10000,0,0,10000
23,6.000000,7.000000,10000,0,0,10000,0,0,10000
23,6.000000,3.000000,10000,0,0,10000,0,0,10000
23,8.000000,3.000000,10000,0,0,10000,0,0,10000
23,10.000000,9.000000,10000,0,0,10000,0,0,10000
23,12.000000,1.000000,10000,0,0,10000,0,0,10000
23,10.000000,7.000000,10000,0,0,10000,0,0,10000
23,12.000000,5.000000,10000,0,0,10000,0,0,10000
23,12.000000,3.000000,10000,0,0,10000,0,0,10000
23,10.000000,3.000000,10000,0,0,10000,0,0,10000
23,10.000000,1.000000,10000,0,0,10000,0,0,10000
23,10.000000,5.000000,10000,0,0,10000,0,0,10000
23,12.000000,7.000000,10000,0,0,10000,0,0,10000
23,12.000000,9.000000,10000,0,0,10000,0,0,10000
23,14.000000,9.000000,10000,0,0,10000,0,0,10000
24,6.000000,3.000000,10000,0,0,10000,0,0,10000
23,14.000000,5.000000,10000,0,0,10000,0,0,10000
24,6.000000,1.000000,10000,0,0,10000,0,0,10000
24,6.000000,7.000000,10000,0,0,10000,0,0,10000
23,14.000000,3.000000,10000,0,0,10000,0,0,10000
23,14.000000,7.000000,10000,0,0,10000,0,0,10000
24,6.000000,5.000000,10000,0,0,10000,0,0,10000
24,6.000000,9.000000,10000,0,0,10000,0,0,10000
23,14.000000,1.000000,10000,0,0,10000,0,0,10000
24,8.000000,7.000000,10000,0,0,10000,0,0,10000
24,10.000000,7.000000,10000,0,0,10000,0,0,10000
24,8.000000,9.000000,10000,0,0,10000,0,0,10000
24,8.000000,1.000000,10000,0,0,10000,0,0,10000
24,10.000000,9.000000,10000,0,0,10000,0,0,10000
24,10.000000,3.000000,10000,0,0,10000,0,0,10000
24,10.000000,5.000000,10000,0,0,10000,0,0,10000
24,8.000000,3.000000,10000,0,0,10000,0,0,10000
24,10.000000,1.000000,10000,0,0,10000,0,0,10000
24,8.000000,5.000000,10000,0,0,10000,0,0,10000
24,12.000000,7.000000,10000,0,0,10000,0,0,10000
24,14.000000,9.000000,10000,0,0,10000,0,0,10000
24,12.000000,9.000000,10000,0,0,10000,0,0,10000
24,14.000000,5.000000,10000,0,0,10000,0,0,10000
24,12.000000,5.000000,10000,0,0,10000,0,0,10000
24,14.000000,3.000000,10000,0,0,10000,0,0,10000
24,12.000000,1.000000,10000,0,0,10000,0,0,10000
24,14.000000,7.000000,10000,0,0,10000,0,0,10000
24,14.000000,1.000000,10000,0,0,10000,0,0,10000
24,12.000000,3.000000,10000,0,0,10000,0,0,10000
25,8.000000,3.000000,10000,0,0,10000,0,0,10000
25,6.000000,3.000000,10000,0,0,10000,0,0,10000
25,6.000000,1.000000,10000,0,0,10000,0,0,10000
25,8.000000,9.000000,10000,0,0,10000,0,0,10000
25,6.000000,9.000000,10000,0,0,10000,0,0,10000
25,6.000000,7.000000,10000,0,0,10000,0,0,10000
25,8.000000,7.000000,10000,0,0,10000,0,0,10000
25,8.000000,5.000000,10000,0,0,10000,0,0,10000
25,6.000000,5.000000,10000,0,0,10000,0,0,10000
25,8.000000,1.000000,10000,0,0,10000,0,0,10000
25,10.000000,1.000000,10000,0,0,10000,0,0,10000
25,10.000000,5.000000,10000,0,0,10000,0,0,10000
25,12.000000,5.000000,10000,0,0,10000,0,0,10000
25,10.000000,7.000000,10000,0,0,10000,0,0,10000
25,12.000000,9.000000,10000,0,0,10000,0,0,10000
25,12.000000,7.000000,10000,0,0,10000,0,0,10000
25,12.000000,3.000000,10000,0,0,10000,0,0,10000
25,10.000000,9.000000,10000,0,0,10000,0,0,10000
25,10.000000,3.000000,10000,0,0,10000,0,0,10000
25,12.000000,1.000000,10000,0,0,10000,0,0,10000
25,14.000000,3.000000,10000,0,0,10000,0,0,10000
26,6.000000,5.000000,10000,0,0,10000,0,0,10000
26,6.000000,7.000000,10000,0,0,10000,0,0,10000
25,14.000000,7.000000,10000,0,0,10000,0,0,10000
26,6.000000,1.000000,10000,0,0,10000,0,0,10000
25,14.000000,5.000000,10000,0,0,10000,0,0,10000
26,6.000000,3.000000,10000,0,0,10000,0,0,10000
25,14.000000,1.000000,10000,0,0,10000,0,0,10000
26,6.000000,9.000000,10000,0,0,10000,0,0,10000
25,14.000000,9.000000,10000,0,0,10000,0,0,10000
